germplasmName	CROP	CROSS/ENTRY	PLT_SOURCE	SELECTION_HISTORY	SN	Sample BC
X9bbefc4d1885	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M8	2100066	GWP2100066
X9be52103ad23	Triticum turgidum subsp. durum	142015	-	-	2101865	GWP2101865
X9c14a6958b0c	Durum wheat	GRS011-0191	21140229	GRS011-0191 1T-2A-0A-2M-1M	2100863	GWP2100863
X9c15a1f19ed9	Durum wheat	GRS011-0104	21260103	GRS011-0104 1T-2A-0A-1M-3SEA	2101518	GWP2101518
X9c3921117b52	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M8	2100055	GWP2100055
X9c47758d8af0	Durum wheat	GRS011-0200	21260261	GRS011-0200 1T-3A-0A-2M-1SEA	2101588	GWP2101588
X9c4fef54f095	Durum wheat	GRS011-0112	21140115	GRS011-0112 1T-3A-0A-2M-1M	2100714	GWP2100714
X9cb53e6cd576	Bread wheat	-	2113008	1504027-M0-1603016-M0-18070042-M0-20130007-M1-M4	2100544	GWP2100544
X9cdb24907a68	Durum wheat	GRS011-0257	21140362	GRS011-0257-1M-1M	2101069	GWP2101069
X9ce3ca9316a5	Durum wheat	GRS011-0257	21140353	GRS011-0257 1T-1A-0A-1M-2M	2101057	GWP2101057
X9d4b70640d89	Durum wheat	GRS011-0209	21260272	GRS011-0209 1T-2A-0A-1M-1SEA	2101600	GWP2101600
X9dafc2f7a1ef	Bread wheat	GRSW170077	21120122	GRSW170077-M0-M0-M1-M1	2100471	GWP2100471
X9db0234daad1	Durum wheat	GRS011-0197	21140507	GRS011-0197 1T-3A-0A-1M-3M	2101263	GWP2101263
X9e011f275490	Durum wheat	GRS011-0125	21140122	GRS011-0125 1T-1A-0A-2M-2M	2100718	GWP2100718
X9e321972337a	Durum wheat	GRS011-0263	21140380	GRS011-0263 1T-1A-0A-1M-1M	2101106	GWP2101106
X9e5446583a9a	Durum wheat	GRS011-0253	21140327	GRS011-0253-1M-1M	2101001	GWP2101001
X9ed3c8fbe58b	Durum wheat	GRSW170076	21120121	GRSW170076-M0-M0-M2-M3	2100468	GWP2100468
X9ee2dd9adb56	Bread wheat	GRS18-7001	21120007	GRS18-7001-3SB-M1-M2	2100281	GWP2100281
X9ef9469e0247	Bread wheat	GRS18-7001	21120007	GRS18-7001-3SB-M1-M5	2100192	GWP2100192
X9f57a2df04dd	Durum wheat	GRS011-0131	21140494	GRS011-0131-1M-1M	2101238	GWP2101238
X9f9159278068	Durum wheat	GRS011-0209	21140273	GRS011-0209 1T-2A-0A-2M-1M	2100944	GWP2100944
X9fc5118e9a56	Durum wheat	GRS011-0276	21260401	GRS011-0276 1T-3A-0A-2M-8SEA	2101734	GWP2101734
a0089f224d4e	Durum wheat	GRS011-373	21140466	GRS011-373 1T-1A-0A-1M-1M	2101217	GWP2101217
a041e01d91bf	Durum wheat	GRS011-0202	21260264	GRS011-0202-1M-1SEA	2101595	GWP2101595
a068c7c9d66b	Bread wheat	GRS18-7001	21120014	GRS18-7001-5SB-M2-M1	2100200	GWP2100200
a09ef8b2a182	Durum wheat	GRS011-0272	21140543	GRS011-0272 1T-1A-0A-1M-1M	2101317	GWP2101317
a0b4d4a75ab8	Durum wheat	GRS011-0149	21140148	GRS011-0149 1T-1A-0A-4M-1M	2100757	GWP2100757
a0cb5edba61f	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M1	2100072	GWP2100072
a0e4a54636fe	Durum wheat	MMVT21-11	Repl-69	ICD06-87-BLMSD-0AP-4AP-0T-1AP-0T-2AP-0APT-1AP-0AP-0AN-0MCH-0MCH-0MCH	2100474	GWP2100474
a0fc2a0aab0d	Bread wheat	GRSW170057	21120100	GRSW170057-M0-M0-M2-M1	2100405	GWP2100405
a118049dc1ee	Durum wheat	GRS011-0265	21260387	GRS011-0265 1T-1A-0A-2M-3SEA	2101716	GWP2101716
a1218ed6b5b8	Durum wheat	GRSW170019	21120050	GRSW170019-M0-M0-M1-M5	2100267	GWP2100267
a1247b316ba1	Durum wheat	GRS011-0194	21140239	GRS011-0194 1T-3A-0A-2M-2M	2100892	GWP2100892
a138cb7d1808	Durum wheat	GRS011-465	21260556	GRS011-465-2M-1SEA	2101812	GWP2101812
a1561a23093b	Durum wheat	GRS011-0218	21140281	GRS011-0218 1T-1A-0A-1M-3M	2100953	GWP2100953
a16a12e50d01	Durum wheat	GRS011-0193	21140236	GRS011-0193-2M-1M	2100883	GWP2100883
a16cf2ac2c9e	Bread wheat	GRSW170044	Repl-14	GRS18-7001-4SB-M1-AN1	2100350	GWP2100350
a17736e50f9b	Durum wheat	GRS011-0189	21140500	GRS011-0189-2M-4M	2101254	GWP2101254
a1b0875f073c	Durum wheat	Louiza	-	-	2101410	GWP2101410
a1d9145fc663	Durum wheat	GRS011-0218	21140281	GRS011-0218 1T-1A-0A-1M-2M	2100952	GWP2100952
a1d990e19152	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M6	2100158	GWP2100158
a1f1b05cb24f	Durum wheat	GRS011-0179	21260192	GRS011-0179-3M-2SEA	2101551	GWP2101551
a214bec65003	Bread wheat	TCI19-7003	2111010	TCI19-7003-M1-M2	2100084	GWP2100084
a22399480de5	Durum wheat	GRS011-0194	21140238	GRS011-0194 1T-3A-0A-1M-1M	2100887	GWP2100887
a224ab6c2a63	Durum wheat	GRS011-0276	21260408	GRS011-0276 1T-1A-0A-1M-3SEA	2101758	GWP2101758
a22a5c751488	Durum wheat	GRS011-0262	21140375	GRS011-0262 1T-1A-0A-1M-1M	2101093	GWP2101093
a2816573854f	Durum wheat	GRS011-0189	21140223	GRS011-0189 1T-2A-0A-3M-1M	2100842	GWP2100842
a28246b43421	Durum wheat	GRS011-0258	21140364	GRS011-0258 1T-2A-0A-1M-1M	2101072	GWP2101072
a28d10a0bf18	Bread wheat	GRS18-7005	21120044	GRS18-7005-4SB-M1-M5	2100247	GWP2100247
a2a29b80e1fa	Durum wheat	GRS011-0125	21140127	GRS011-0125-1M-1M	2100720	GWP2100720
a2a4d825210d	Durum wheat	GRS011-0253	21140337	GRS011-0253-3M-2M	2101127	GWP2101127
a2cc11c13030	Durum wheat	GRS011-0250	21140525	GRS011-0250-2M-3M	2101292	GWP2101292
a3097f77ff4c	Durum wheat	GRS011-0125	21140122	GRS011-0125 1T-1A-0A-2M-1M	2100717	GWP2100717
a315caf09827	Durum wheat	GRS011-0253	21140328	GRS011-0253-2M-2M	2101008	GWP2101008
a36ec7b9efac	Durum wheat	GRS011-016	21140014	GRS011-016-2M-1M	2100626	GWP2100626
a392d83c536b	Durum wheat	GRS011-0262	21260377	GRS011-0262-2M-2SEA	2101702	GWP2101702
a3bc6f23c51c	Bread wheat	GRSW170083	21120132	GRSW170083-M0-M0-M1-M4	2100503	GWP2100503
a3eb4dccf377	Durum wheat	GRS011-0258	21140366	GRS011-0258 1T-2A-0A-3M-2M	2101077	GWP2101077
a402933bfef0	Durum wheat	GRS011-0217	21140520	GRS011-0217 1T-2A-0A-1M-1M	2101282	GWP2101282
a408421e35a9	Durum wheat	GRS011-0257	21140531	GRS011-0257 1T-1A-0A-2M-1M	2101301	GWP2101301
a41d23dd1c45	Durum wheat	GRS011-0250	21140525	GRS011-0250-2M-1M	2101290	GWP2101290
a4352d14f91e	Durum wheat	GRS011-0273	21260398	GRS011-0273 1T-3A-0A-1M-1SEA	2101750	GWP2101750
a43c55205cbd	Bread wheat	-	Repl-53	1504030-M0-1603073-M0-18070109-M0-20130021-M1-AN1	2100448	GWP2100448
a48588aeafb9	Durum wheat	GRS011-0112	21260115	GRS011-0112 1T-3A-0A-2M-1SEA	2101526	GWP2101526
a49bd382e3ff	Durum wheat	GRS011-0258	21260364	GRS011-0258 1T-2A-0A-1M-2SEA	2101678	GWP2101678
a4b80fae0cb1	Durum wheat	GRS011-0179	21140193	GRS011-0179-4M-1M	2100793	GWP2100793
a4d218119553	Durum wheat	GRS011-487	21140450	GRS011-487-2M-5M	2101206	GWP2101206
a4e8fc7345d8	Bread wheat	GRSW170044	21120068	GRSW170044-M0-M0-M1-M2	2100316	GWP2100316
a52c1c3724fb	Durum wheat	GRS011-0272	21260396	GRS011-0272 1T-2A-0A-1M-1SEA	2101718	GWP2101718
a54ae959aa5e	Durum wheat	GRS011-351	21140589	GRS011-351 1T-2A-0A-1M-1M	2101437	GWP2101437
a54e80824709	Durum wheat	GRSW170019	21120051	GRSW170019-M0-M0-M2-M2	2100272	GWP2100272
a555846426e1	Durum wheat	GRS011-472	21140580	GRS011-472 1T-1A-0A-2M-2M	2101430	GWP2101430
a57214b7f40f	Durum wheat	GRS011-0209	21260272	GRS011-0209 1T-2A-0A-1M-2SEA	2101601	GWP2101601
a5874e61a7fb	Bread wheat	GRS18-7001	21120021	GRS18-7001-7SB-M3-M1	2100209	GWP2100209
a5886ce1533e	Durum wheat	GRS011-462	21260566	GRS011-462-1M-1SEA	2101831	GWP2101831
a58df8bc5a0a	Bread wheat	-	2113021	1504048-M0-1603086-M2-18070081-M0-20130013-M2-M5	2100567	GWP2100567
a59d8ec453ba	Durum wheat	GRS011-0197	21140247	GRS011-0197-2M-2M	2100909	GWP2100909
a5dbe4b02378	Durum wheat	GRS011-465	21140556	GRS011-465-2M-1M	2101359	GWP2101359
a5e037c9c3fe	Durum wheat	GRS011-0249	21260319	GRS011-0249 1T-1A-0A-1M-1SEA	2101631	GWP2101631
a5e0cd76d9f6	Bread wheat	GRSW170040	21120062	GRSW170040-M0-M0-M3-M5	2100301	GWP2100301
a620c781e84f	Bread wheat	-	2113037	1504030-M0-1603073-M0-18070109-M0-20130021-M1-M3	2100603	GWP2100603
a6a25dc09b4f	Durum wheat	GRS011-487	21140450	GRS011-487-2M-1M	2101202	GWP2101202
a6e9520b36a0	Durum wheat	GRS011-016	21140010	GRS011-016 1T-3A-0A-1M-4M	2100616	GWP2100616
a712fafa26f6	Bread wheat	GRS18-7001	21120008	GRS18-7001-3SB-M2-M1	2100193	GWP2100193
a78a30bbe3ac	Durum wheat	GRS011-0260	21140370	GRS011-0260 1T-4A-0A-2M-1M	2101084	GWP2101084
a78d64152908	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M11	2100082	GWP2100082
a7ba7b161021	Durum wheat	GRS011-0262	21140537	GRS011-0262 1T-1A-0A-1M-1M	2101308	GWP2101308
a7bb03e26593	Durum wheat	GRS011-0184	21260204	GRS011-0184 1T-1A-0A-1M-2SEA	2101567	GWP2101567
a7c36486cdb8	Durum wheat	GRS011-0197	21140255	GRS011-0197-3M-1M	2100922	GWP2100922
a7d02ac4efb1	Durum wheat	GRS011-0276	21260402	GRS011-0276 1T-1A-0A-1M-1SEA	2101735	GWP2101735
a7e8e1b0a6b1	Durum wheat	GRS011-0189	21260500	GRS011-0189-2M-1SEA	2101794	GWP2101794
a821e5e83d27	Bread wheat	-	Repl-39	1504027-M0-1603016-M0-18070042-M0-20130007-M2-AN1	2100384	GWP2100384
a835a5799759	Durum wheat	GRS011-0265	21260387	GRS011-0265 1T-1A-0A-2M-1SEA	2101714	GWP2101714
a83ed4ad7532	Bread wheat	GRS18-7001	21120029	GRS18-7001-10SB-M2-M3	2100226	GWP2100226
a844d47102b5	Durum wheat	GRS011-0272	21140545	GRS011-0272 1T-2A-0A-1M-1M	2101323	GWP2101323
a853b8a842ff	Bread wheat	TCI19-7003	2111010	TCI19-7003-M1-M11	2100187	GWP2100187
a862ce508443	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M1	2100030	GWP2100030
a887ab490584	Durum wheat	GRS011-0195	21140242	GRS011-0195 1T-2A-0A-3M-3M	2100904	GWP2100904
a8fcbd5092f6	Durum wheat	GRS011-0250	21140525	GRS011-0250-2M-2M	2101291	GWP2101291
a94c72bffcb2	Bread wheat	GRSW170041	21120065	GRSW170041-M0-M0-M3-M4	2100310	GWP2100310
a95cd81250a4	Durum wheat	GRS011-0181	21260196	GRS011-0181 1T-2A-0A-1M-4SEA	2101556	GWP2101556
a9af3480178a	Durum wheat	GRS011-322	21140552	GRS011-322 1T-4A-0A-1M-3M	2101345	GWP2101345
a9c4fdac6c5f	Durum wheat	GRS011-0191	21260230	GRS011-0191 1T-2A-0A-3M-1SEA	2101574	GWP2101574
aa063eb0ffd4	Durum wheat	129083	-	-	2101479	GWP2101479
aa08e7fe49d0	Durum wheat	GRS011-462	21140568	GRS011-462-1M-2M	2101407	GWP2101407
aa193e60d9c6	Bread wheat	GRSW170056	21120098	GRSW170056-M0-M0-M3-M3	2100396	GWP2100396
aa3ca6f637bd	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M4	2100033	GWP2100033
aa5b9f8a644c	Durum wheat	GRS011-0258	21140368	GRS011-0258 1T-1A-0A-2M-3M	2101082	GWP2101082
aa7debe6b069	Durum wheat	Louiza	-	-	2101504	GWP2101504
aa8f0c2e90e1	Durum wheat	GRS011-0179	21140191	GRS011-0179-2M-1M	2100785	GWP2100785
aac4448c3e64	Bread wheat	-	2113020	1504048-M0-1603086-M1-18070081-M0-20130013-M1-M2	2100558	GWP2100558
aae4e507f3ae	Bread wheat	GRSW170084	21120136	GRSW170084-M0-M0-M2-M5	2100526	GWP2100526
ab22c040a535	Bread wheat	GRSW170048	21120074	GRSW170048-M0-M0-M2-M1	2100329	GWP2100329
ab384993d4bd	Bread wheat	GRSW170084	21120137	GRSW170084-M0-M0-M3-M4	2100530	GWP2100530
ab3a7ada5c46	Durum wheat	GRS011-0202	21260266	GRS011-0202-1M-1SEA	2101599	GWP2101599
ab9645a9d8f2	Durum wheat	GRSW170080	21120127	GRSW170080-M0-M0-M2-M1	2100484	GWP2100484
abc4d0f9cc5a	Durum wheat	GRS011-0149	21140147	GRS011-0149 1T-1A-0A-3M-5M	2100756	GWP2100756
abd1c2e566a3	Bread wheat	-	Repl-50	1504023-M0-1603069-M4-18070104-M0-20130018-M2-AN1	2100445	GWP2100445
abdf1f901244	Bread wheat	GRS18-7002	21120037	GRS18-7002-4SB-M2-M2	2100238	GWP2100238
ac251d4cba5a	Durum wheat	GRS011-0185	21140210	GRS011-0185 1T-1A-0A-2M-2M	2100815	GWP2100815
ac2f5c9af42d	Durum wheat	GRS011-0253	21260328	GRS011-0253-2M-3SEA	2101642	GWP2101642
ac9e28cec835	Durum wheat	GRS011-0197	21140253	GRS011-0197-1M-2M	2100919	GWP2100919
acbd4cbd3ada	Durum wheat	GRS011-0194	21140239	GRS011-0194 1T-3A-0A-2M-1M	2100891	GWP2100891
acd1321e6b92	Durum wheat	GRS011-0253	21140325	GRS011-0253 1T-1A-0A-2M-2M	2101000	GWP2101000
ad02fe135e80	Durum wheat	GRS011-062	21140051	GRS011-062 1T-2A-0A-1M-4M	2100665	GWP2100665
ad29e27e01de	Durum wheat	GRS011-465	21140555	GRS011-465-1M-5M	2101357	GWP2101357
ad5440da1dc7	Durum wheat	GRS011-0253	21140333	GRS011-0253-1M-3M	2101022	GWP2101022
ad831300c0b6	Bread wheat	GRSW170083	21120133	GRSW170083-M0-M0-M2-M2	2100507	GWP2100507
ad9bf6a22796	Bread wheat	TCI19-7003	2111012	TCI19-7003-M2-M3	2100112	GWP2100112
ada5cc88713b	Bread wheat	TCI19-7006	2111020	TCI19-7006-M1-M4	2100149	GWP2100149
add9c994b49e	Durum wheat	GRS011-0184	21140206	GRS011-0184 1T-1A-0A-3M-2M	2100812	GWP2100812
ae0a2bf46010	Durum wheat	MMVT21-17	Repl-75	Amamou	2100498	GWP2100498
ae13c015d885	Durum wheat	129081	-	-	2101478	GWP2101478
ae184055bc84	Durum wheat	GRS011-0185	21140218	GRS011-0185 1T-2A-0A-3M-3M	2100830	GWP2100830
ae32aa5532e5	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M3	2100032	GWP2100032
ae3bfe08cb0c	Durum wheat	GRS011-0276	21260401	GRS011-0276 1T-3A-0A-2M-1SEA	2101727	GWP2101727
aea48038f69a	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M7	2100054	GWP2100054
aec6ba6fc6b7	Durum wheat	GRS011-037	21140048	GRS011-037-1M-2M	2100751	GWP2100751
aed00a47352a	Durum wheat	GRS011-0301	21260435	GRS011-0301 1T-1A-0A-2M-1SEA	2101775	GWP2101775
aeedb593136e	Bread wheat	TCI19-7001	2111003	TCI19-7001-M1-M3	2100016	GWP2100016
af1c67583ca4	Durum wheat	GRS011-0252	21140526	GRS011-0252 1T-1A-0A-1M-3M	2101296	GWP2101296
af2b2d640ff9	Bread wheat	GRSW170057	21120100	GRSW170057-M0-M0-M2-M4	2100408	GWP2100408
af86320cd2b4	Durum wheat	GRS011-0149	21140147	GRS011-0149 1T-1A-0A-3M-1M	2100750	GWP2100750
afc2d3998591	Durum wheat	GRS011-016	21140010	GRS011-016 1T-3A-0A-1M-6M	2100618	GWP2100618
afce341318ac	Durum wheat	GRS011-317	21140439	GRS011-317 1T-3A-0A-1M-1M	2101190	GWP2101190
aff813908701	Bread wheat	GRSW170062	21120102	GRSW170062-M0-M0-M1-M4	2100420	GWP2100420
b015f5b1a00c	Durum wheat	GRS011-0184	21140204	GRS011-0184 1T-1A-0A-1M-3M	2100809	GWP2100809
b0207caedf75	Bread wheat	GRS18-7005	21120047	GRS18-7005-8SB-M1-M5	2100259	GWP2100259
b031a867287a	Durum wheat	GRS011-0149	21140146	GRS011-0149 1T-1A-0A-2M-2M	2100749	GWP2100749
b0406fd39f33	Durum wheat	GRS011-016	21260013	GRS011-016-1M-1SEA	2101499	GWP2101499
b0469266d1c9	Bread wheat	-	2113001	1504066-M0-1603047-M0-18070021-M0-20130001-M1-M1	2100535	GWP2100535
b04edbf5f577	Durum wheat	GRS011-0189	21140222	GRS011-0189 1T-2A-0A-2M-2M	2100837	GWP2100837
b057ec980a4a	Durum wheat	GRS011-0263	21140538	GRS011-0263 1T-2A-0A-1M-1M	2101310	GWP2101310
b06d7270515e	Durum wheat	GRS011-462	21140567	GRS011-462-2M-2M	2101405	GWP2101405
b0722687a93f	Bread wheat	TCI19-7002	2111004	TCI19-7002-M1-M2	2100021	GWP2100021
b0c65a7e03a1	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M2	2100038	GWP2100038
b0ff1ffd0fe5	Bread wheat	TCI19-7001	2111003	TCI19-7001-M1-M4	2100017	GWP2100017
b0ff2dd57b16	Bread wheat	TCI19-7007	2111022	TCI19-7007-M0-M6	2100173	GWP2100173
b122251e677c	Durum wheat	GRS011-0112	21140114	GRS011-0112 1T-3A-0A-1M-3M	2100712	GWP2100712
b1404c3f1097	Durum wheat	GRS011-462	21260568	GRS011-462-1M-3SEA	2101837	GWP2101837
b141bce27563	Durum wheat	GRS011-472	21140577	GRS011-472 1T-3A-0A-1M-3M	2101427	GWP2101427
b162cd216a87	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M5	2100063	GWP2100063
b19f79d4d5ae	Durum wheat	GRS011-0146	21140144	GRS011-0146 1T-2A-0A-2M-2M	2100743	GWP2100743
b1b75d9ad473	Durum wheat	GRS011-465	21140554	GRS011-465 1T-3A-0A-1M-6M	2101352	GWP2101352
b1c6945f5b68	Durum wheat	GRSW170080	21120128	GRSW170080-M0-M0-M3-M1	2100489	GWP2100489
b1d125947d7a	Durum wheat	GRS011-0276	21260409	GRS011-0276 1T-1A-0A-2M-6SEA	2101766	GWP2101766
b1f744f28546	Durum wheat	GRS011-0138	21140138	GRS011-0138 1T-2A-0A-1M-1M	2100728	GWP2100728
b21797a37de3	Durum wheat	GRS011-0287	21260427	GRS011-0287 1T-1A-0A-1M-1SEA	2101772	GWP2101772
b24c52710ec9	Durum wheat	GRS011-462	21140565	GRS011-462 1T-1A-0A-2M-1M	2101395	GWP2101395
b281270fe2a0	Durum wheat	GRS011-373	21260467	GRS011-373 1T-1A-0A-2M-2SEA	2101787	GWP2101787
b28439b493dd	Durum wheat	GRS011-321	21140550	GRS011-321 1T-3A-0A-1M-3M	2101338	GWP2101338
b297c98f835b	Bread wheat	GRS18-7001	21120023	GRS18-7001-8SB-M2-M2	2100211	GWP2100211
b2aa959aed29	Bread wheat	-	Repl-36	1504066-M0-1603047-M0-18070021-M0-20130001-M2-AN1	2100381	GWP2100381
b2be20f6537e	Durum wheat	MMVT21-31	Repl-68	Taghouti	2100473	GWP2100473
b2d33cfbf7e6	Bread wheat	GRSW170057	21120099	GRSW170057-M0-M0-M1-M7	2100403	GWP2100403
b2d9073ec441	Durum wheat	GRS011-0253	21260328	GRS011-0253-2M-4SEA	2101643	GWP2101643
b36047b371f3	Durum wheat	GRS011-0138	21140140	GRS011-0138 1T-2A-0A-3M-2M	2100732	GWP2100732
b3823a25ebd1	Durum wheat	GRS011-0240	21260305	GRS011-0240 1T-2A-0A-1M-1SEA	2101618	GWP2101618
b3952c6d63d1	Durum wheat	GRS011-037	21140048	GRS011-037-1M-1M	2100656	GWP2100656
b3a6459edeeb	Durum wheat	GRS011-0272	21260397	GRS011-0272 1T-2A-0A-2M-1SEA	2101720	GWP2101720
b3adf2b8ebbf	Durum wheat	GRS011-062	21140051	GRS011-062 1T-2A-0A-1M-2M	2100663	GWP2100663
b3bdf4f42971	Durum wheat	GRS011-0200	21140262	GRS011-0200 1T-3A-0A-3M-3M	2100931	GWP2100931
b3e9871b667f	Bread wheat	GRS011-0229	21140295	GRS011-0229 1T-1A-0A-2M-1M	2100964	GWP2100964
b424da7d0d0c	Durum wheat	GRS011-0131	21140494	GRS011-0131-1M-4M	2101241	GWP2101241
b42f48ca4db5	Bread wheat	-	2113039	1504030-M0-1603073-M0-18070109-M0-20130021-M3-M1	2100608	GWP2100608
b445c641b7a8	Bread wheat	GRS18-7005	21120046	GRS18-7005-7SB-M2-M1	2100252	GWP2100252
b45420fd1097	Durum wheat	GRS011-0191	21140230	GRS011-0191 1T-2A-0A-3M-4M	2100868	GWP2100868
b45b9a171899	Durum wheat	MMVT21-43	Repl-73	BD AV6	2100496	GWP2100496
b460097549b0	Durum wheat	GRS011-0197	21140508	GRS011-0197-1M-1M	2101264	GWP2101264
b46eb195fdce	Bread wheat	TCI19-7002	2111004	TCI19-7002-M1-M3	2100022	GWP2100022
b47415dc028a	Durum wheat	GRS011-0217	21260521	GRS011-0217 1T-3A-0A-1M-1SEA	2101799	GWP2101799
b501c16e0dac	Bread wheat	GRSW170084	21120135	GRSW170084-M0-M0-M1-M3	2100521	GWP2100521
b53ae13ea5e7	Durum wheat	GRS011-0262	21140536	GRS011-0262 1T-3A-0A-1M-3M	2101307	GWP2101307
b53d11bfc8d0	Durum wheat	GRS011-0202	21260266	GRS011-0202-1M-1SEA	2101691	GWP2101691
b55c54814bf9	Durum wheat	GRS011-089	21140090	GRS011-089 1T-2A-0A-1M-1M	2100685	GWP2100685
b58006095d0f	Durum wheat	GRS011-0276	21260400	GRS011-0276 1T-3A-0A-1M-4SEA	2101725	GWP2101725
b593f6bd0b7f	Durum wheat	GRS011-0258	21140367	GRS011-0258 1T-1A-0A-1M-2M	2101079	GWP2101079
b5a194e47cf9	Durum wheat	GRS011-0150	21140151	GRS011-0150-1M-1M	2100760	GWP2100760
b5a2db7d2acd	Durum wheat	GRS011-028	21140039	GRS011-028 1T-1A-0A-1M-1M	2100645	GWP2100645
b5a44c6527d6	Bread wheat	GRS011-0277	21140414	GRS011-0277-2M-7M	2101168	GWP2101168
b5c85f3ad46e	Durum wheat	GRS011-0229	2115011	GRS011-0229 1T-3A-0A-1M-2M	2101463	GWP2101463
b5f0bf842750	Durum wheat	GRS011-0189	21140222	GRS011-0189 1T-2A-0A-2M-5M	2100840	GWP2100840
b60cf1f81cc5	Durum wheat	GRS011-0262	21260373	GRS011-0262 1T-1A-0A-1M-2SEA	2101696	GWP2101696
b694651ee1c8	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M2	2100060	GWP2100060
b6c6d4650044	Durum wheat	GRS011-458	21140561	GRS011-458 1T-2A-0A-2M-1M	2101376	GWP2101376
b6cc30e83641	Durum wheat	GRS011-0146	21140143	GRS011-0146 1T-2A-0A-1M-1M	2100737	GWP2100737
b6d3394cf7ef	Durum wheat	GRS011-0179	21260190	GRS011-0179-1M-1SEA	2101547	GWP2101547
b70c08f31bef	Durum wheat	GRS011-0257	21260534	GRS011-0257-1M-1SEA	2101804	GWP2101804
b751094dfe9f	Bread wheat	TCI19-7002	2111004	TCI19-7002-M1-M1	2100020	GWP2100020
b7520a54d4f2	Durum wheat	GRS011-016	21140010	GRS011-016 1T-3A-0A-1M-5M	2100617	GWP2100617
b7695930ce31	Durum wheat	Louiza	-	-	2100094	GWP2100094
b7d4b1db2198	Bread wheat	GRS011-0276	21140408	GRS011-0276 1T-1A-0A-1M-2M	2101152	GWP2101152
b8476044797d	Bread wheat	Achtar	-	-	2101482	GWP2101482
b848569dab7e	Durum wheat	GRS011-0190	21140226	GRS011-0190 1T-3A-0A-3M-2M	2100858	GWP2100858
b84d298d67b9	Durum wheat	GRS011-465	21140558	GRS011-465 1T-1A-0A-1M-1M	2101368	GWP2101368
b8b3a2ff4be2	Durum wheat	GRS011-0255	21140342	GRS011-0255-2M-2M	2101041	GWP2101041
b8b94d198550	Durum wheat	GRS011-465	21140556	GRS011-465-2M-5M	2101363	GWP2101363
b8cbfbe5df53	Durum wheat	GRSW170019	21120050	GRSW170019-M0-M0-M1-M3	2100265	GWP2100265
b8e3ad9620ea	Durum wheat	GRS011-016	21140015	GRS011-016-3M-3M	2100631	GWP2100631
b8f269a58b9d	Bread wheat	Terbol	-	-	2101483	GWP2101483
b8f2dcfbc05f	Durum wheat	GRS011-0257	21140530	GRS011-0257 1T-1A-0A-1M-2M	2101300	GWP2101300
b902f8e51441	Durum wheat	GRS011-0260	21140371	GRS011-0260 1T-1A-0A-1M-2M	2101086	GWP2101086
b90741a97d45	Durum wheat	GRS011-472	21260577	GRS011-472 1T-3A-0A-1M-1SEA	2101846	GWP2101846
b90c6e885470	Bread wheat	GRS011-0276	21140407	GRS011-0276 1T-5A-0A-2M-1M	2101148	GWP2101148
b9396f6976dd	Durum wheat	GRS011-321	21140551	GRS011-321 1T-3A-0A-1M-2M	2101341	GWP2101341
b9572bea1790	Durum wheat	GRS011-0257	21260360	GRS011-0257 1T-2A-0A-1M-1SEA	2101675	GWP2101675
b979886bc0a0	Durum wheat	GRS011-0276	21260400	GRS011-0276 1T-3A-0A-1M-3SEA	2101724	GWP2101724
b98610f02774	Durum wheat	GRS011-078	21260062	GRS011-078-2M-2SEA	2101513	GWP2101513
b991ea2c959a	Durum wheat	GRS011-0296	21260433	GRS011-0296 1T-3A-0A-1M-1SEA	2101773	GWP2101773
b9a19b28b282	Bread wheat	GRS18-7001	21120030	GRS18-7001-10SB-M3-M1	2100228	GWP2100228
b9a5980229c6	Durum wheat	GRS011-462	21260573	GRS011-462-1M-3SEA	2101844	GWP2101844
b9b631d5914e	Durum wheat	GRS011-0209	21260273	GRS011-0209 1T-2A-0A-2M-1SEA	2101603	GWP2101603
b9e20b5573f3	Durum wheat	GRSW170080	21120126	GRSW170080-M0-M0-M1-M5	2100481	GWP2100481
ba343fb44558	Durum wheat	GRS011-0179	21140191	GRS011-0179-2M-4M	2100788	GWP2100788
ba397d9cd5ac	Durum wheat	GRS011-331	21140458	GRS011-331 1T-2A-0A-2M-1M	2101208	GWP2101208
ba3980802cf3	Bread wheat	GRS011-0276	21140409	GRS011-0276 1T-1A-0A-2M-2M	2101154	GWP2101154
ba3e49453899	Bread wheat	GRSW170047	21120070	GRSW170047-M0-M0-M1-M4	2100323	GWP2100323
ba455a7de1f0	Durum wheat	GRS011-0215	21260278	GRS011-0215 1T-1A-0A-2M-1SEA	2101607	GWP2101607
ba4d2834dc89	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M1	2100098	GWP2100098
