germplasmName	CROP	CROSS/ENTRY	PLT_SOURCE	SELECTION_HISTORY	SN	Sample BC
d9013fdb14f6	Durum wheat	GRS011-0146	21140144	GRS011-0146 1T-2A-0A-2M-3M	2100744	GWP2100744
d91253afab20	Bread wheat	GRSW170057	21240035	GRSW170057-M0-M0-M2-SEA1	2101877	GWP2101877
d918e9581124	Durum wheat	GRSW170080	21120128	GRSW170080-M0-M0-M3-M3	2100491	GWP2100491
d9263de6e947	Durum wheat	GRS011-332	21140587	GRS011-332 1T-1A-0A-1M-1M	2101436	GWP2101436
d954ebea2659	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M2	2100031	GWP2100031
d990cd726875	Durum wheat	GRS011-0184	21140205	GRS011-0184 1T-1A-0A-2M-1M	2100810	GWP2100810
d997a5883a77	Durum wheat	GRSW170019	21120050	GRSW170019-M0-M0-M1-M7	2100269	GWP2100269
d9a690090024	Durum wheat	GRSW170076	21120121	GRSW170076-M0-M0-M2-M1	2100466	GWP2100466
d9e61537bfb5	Durum wheat	GRS011-462	21140571	GRS011-462-2M-1M	2101415	GWP2101415
da7a5460f22d	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M4	2100156	GWP2100156
da8c69b86f4e	Durum wheat	GRS011-0125	21140127	GRS011-0125-1M-2M	2100721	GWP2100721
daa7dc8a5cbc	Durum wheat	GRS011-078	21140062	GRS011-078-2M-1M	2100672	GWP2100672
dab8903c346e	Durum wheat	GRS011-0189	21140222	GRS011-0189 1T-2A-0A-2M-4M	2100839	GWP2100839
dad4729d3ec9	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M7	2100036	GWP2100036
dae9111d4bf0	Durum wheat	MMVT21-14	Repl-72	CDSS11Y00197S-099Y-025M-6Y-0M-06Y-0B	2100495	GWP2100495
daed4748d6ce	Durum wheat	GRS011-0181	21260201	GRS011-0181-1M-2SEA	2101561	GWP2101561
db01a15a9b28	Bread wheat	GRS011-0276	21140408	GRS011-0276 1T-1A-0A-1M-1M	2101151	GWP2101151
db0c50d914b4	Durum wheat	GRS011-0174	21140186	GRS011-0174 1T-2A-0A-3M-1M	2100777	GWP2100777
db2d36685344	Bread wheat	TCI19-7003	2111010	TCI19-7003-M1-M6	2100088	GWP2100088
dbbf9c2d9190	Durum wheat	GRS011-0253	21260335	GRS011-0253-1M-1SEA	2101653	GWP2101653
dbf89c3249c0	Durum wheat	GRS011-0207	21140518	GRS011-0207 1T-4A-0A-2M-1M	2101278	GWP2101278
dbfb44356809	Bread wheat	TCI19-7004	2111013	TCI19-7004-M0-M1	2100113	GWP2100113
dbfbaf09b70e	Durum wheat	GRS011-323	21260441	GRS011-323 1T-1A-0A-1M-1SEA	2101778	GWP2101778
dc033e75230a	Durum wheat	GRS011-0277	21260413	GRS011-0277-1M-1SEA	2101767	GWP2101767
dc0fbae880e0	Durum wheat	GRS011-0190	21140225	GRS011-0190 1T-3A-0A-2M-2M	2100854	GWP2100854
dc1ea5b5f9bd	Durum wheat	GRS011-0202	21140270	GRS011-0202-2M-2M	2101033	GWP2101033
dc237714d97d	Durum wheat	GRS011-0276	21260407	GRS011-0276 1T-5A-0A-2M-1SEA	2101751	GWP2101751
dc543e971728	Bread wheat	TCI19-7006	2111020	TCI19-7006-M1-M3	2100148	GWP2100148
dc7b952a819a	Durum wheat	GRS011-465	21140556	GRS011-465-2M-4M	2101362	GWP2101362
dc9d8a4abb57	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M6	2100077	GWP2100077
dcae7d004c60	Durum wheat	GRS011-0253	21260334	GRS011-0253-2M-1SEA	2101651	GWP2101651
dcd349d4f420	Bread wheat	-	2113024	1504049-M0-1603088-M0-18070087-M0-20130015-M1-M2	2100571	GWP2100571
dcf7f6829b30	Bread wheat	TCI19-7007	2111022	TCI19-7007-M0-M13	2100180	GWP2100180
dd0090c4d85c	Durum wheat	GRS011-0255	21140341	GRS011-0255-1M-1M	2101037	GWP2101037
dd10b956a1c1	Durum wheat	GRS011-465	21260554	GRS011-465 1T-3A-0A-1M-2SEA	2101811	GWP2101811
dd7db6648093	Durum wheat	GRSW170019	Repl-9	GRS18-7001-1SB-M2-AN1	2100345	GWP2100345
dda28ca745a4	Durum wheat	GRS011-0209	21140272	GRS011-0209 1T-2A-0A-1M-2M	2100943	GWP2100943
dda7eb582fb3	Bread wheat	GRS011-0277	21140413	GRS011-0277-1M-3M	2101159	GWP2101159
ddb3c4abaa2e	Durum wheat	GRS011-310	21260548	GRS011-310 1T-1A-0A-2M-2SEA	2101809	GWP2101809
ddcd3f663128	Durum wheat	GRS011-0196	21140506	GRS011-0196 1T-1A-0A-1M-1M	2101259	GWP2101259
ddec10e3a6ad	Durum wheat	GRS011-0276	21260406	GRS011-0276 1T-5A-0A-1M-1SEA	2101748	GWP2101748
de14baf17c20	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M2	2100099	GWP2100099
de2df87754b8	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M4	2100101	GWP2100101
de41dcb3cdeb	Bread wheat	-	2113017	1504059-M0-1603094-M0-18070073-M0-20130012-M1-M1	2100552	GWP2100552
de460b39a9f3	Bread wheat	GRS011-0277	21140416	GRS011-0277 1T-1A-0A-2M-3M	2101173	GWP2101173
de73fb8b2ef3	Durum wheat	GRS011-0217	21140520	GRS011-0217 1T-2A-0A-1M-2M	2101283	GWP2101283
decfbc9ad6b4	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M14	2100166	GWP2100166
def47121d5d3	Durum wheat	GRS011-439	21140600	GRS011-439 1T-1A-0A-2M-1M	2101443	GWP2101443
df10f94ee3ae	Durum wheat	GRS011-017	21260489	GRS011-017-1M-1SEA	2101790	GWP2101790
df3240872f6b	Durum wheat	GRS011-358	21260465	GRS011-358 1T-1A-0A-2M-1SEA	2101783	GWP2101783
df42c3ff04da	Durum wheat	Atlas	-	-	2101487	GWP2101487
df5c607afadf	Durum wheat	GRSW170080	21120126	GRSW170080-M0-M0-M1-M3	2100479	GWP2100479
dfb964ab6129	Durum wheat	GRS011-078	21260062	GRS011-078-2M-1SEA	2101512	GWP2101512
dfc3ffdd80bf	Bread wheat	TCI19-7001	2111002	TCI19-7001-M2-M1	2100001	GWP2100001
dfd0d36d0537	Durum wheat	GRS011-0207	21140517	GRS011-0207 1T-4A-0A-1M-2M	2101277	GWP2101277
dfd558ccd770	Durum wheat	GRS011-464	21140576	GRS011-464 1T-1A-0A-2M-2M	2101424	GWP2101424
e0277eb6a8b4	Durum wheat	GRS011-099	21140102	GRS011-099 1T-2A-0A-4M-1M	2100699	GWP2100699
e033f0d33790	Durum wheat	GRS011-0253	21140334	GRS011-0253-2M-2M	2101024	GWP2101024
e06d114d199c	Durum wheat	GRS011-022	21260022	GRS011-022-2M-1SEA	2101597	GWP2101597
e09355ce5b1d	Durum wheat	GRS011-433	21140484	GRS011-433-1M-1M	2101231	GWP2101231
e0ac4499c475	Durum wheat	GRSW170055	21120093	GRSW170055-M0-M0-M1-M3	2100377	GWP2100377
e119a1191a48	Bread wheat	GRS011-0291	21140431	GRS011-0291-1M-2M	2101184	GWP2101184
e13cad72d745	Durum wheat	GRS011-0217	21140522	GRS011-0217 1T-3A-0A-2M-1M	2101286	GWP2101286
e1bb6bc7f258	Durum wheat	GRS011-462	21260565	GRS011-462 1T-1A-0A-2M-3SEA	2101830	GWP2101830
e1edbc58d929	Durum wheat	GRS011-462	21260567	GRS011-462-2M-2SEA	2101834	GWP2101834
e2051768937f	Durum wheat	GRS011-0253	21140528	GRS011-0253 1T-3A-0A-1M-2M	2101298	GWP2101298
e2376fb81ac4	Bread wheat	GRS011-0277	21140413	GRS011-0277-1M-4M	2101160	GWP2101160
e24c54eda52f	Durum wheat	GRS011-0256	21260352	GRS011-0256-3M-3SEA	2101667	GWP2101667
e2743f1c01ae	Bread wheat	-	2113038	1504030-M0-1603073-M0-18070109-M0-20130021-M2-M1	2100604	GWP2100604
e2bef51904ab	Bread wheat	GRS18-7005	21120045	GRS18-7005-7SB-M1-M3	2100251	GWP2100251
e2e292ac211f	Bread wheat	GRS18-7001	Repl-1	GRS18-7001-1SB-M1-AN1	2100337	GWP2100337
e303b795e0f6	Durum wheat	GRS011-0185	21140212	GRS011-0185 1T-1A-0A-4M-1M	2100822	GWP2100822
e31bec27782c	Durum wheat	GRS011-0257	21140361	GRS011-0257 1T-2A-0A-2M-1M	2101066	GWP2101066
e353ab3442f4	Durum wheat	GRS011-462	21260573	GRS011-462-1M-2SEA	2101843	GWP2101843
e393cc46cc04	Bread wheat	-	Repl-38	1504066-M0-1603047-M0-18070022-M0-20130002-M2-AN1	2100383	GWP2100383
e397ef1b96ff	Durum wheat	GRS011-0273	21140399	GRS011-0273 1T-3A-0A-2M-2M	2101135	GWP2101135
e3d8075c4133	Durum wheat	GRS011-0146	21140144	GRS011-0146 1T-2A-0A-2M-4M	2100745	GWP2100745
e3e838515082	Durum wheat	GRSW170080	21120126	GRSW170080-M0-M0-M1-M6	2100482	GWP2100482
e3e9071dc25c	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M6	2100035	GWP2100035
e3f3ac843f44	Bread wheat	GRS011-0277	21140413	GRS011-0277-1M-5M	2101161	GWP2101161
e4062c939289	Bread wheat	TCI19-7001	2111002	TCI19-7001-M2-M13	2100013	GWP2100013
e40ab21b0399	Bread wheat	GRSW170057	21120099	GRSW170057-M0-M0-M1-M3	2100399	GWP2100399
e40d5fd1a904	Bread wheat	GRSW170057	21120101	GRSW170057-M0-M0-M3-M5	2100413	GWP2100413
e452898e0bf7	Bread wheat	-	2113031	1504023-M0-1603069-M3-18070104-M0-20130018-M1-M1	2100581	GWP2100581
e47f3628855b	Durum wheat	GRS011-470	21260447	GRS011-470 1T-4A-0A-2M-3SEA	2101782	GWP2101782
e47fb575d806	Durum wheat	GRS011-0249	21140319	GRS011-0249 1T-1A-0A-1M-1M	2100985	GWP2100985
e4942856cb85	Durum wheat	GRSW170076	21120120	GRSW170076-M0-M0-M1-M1	2100462	GWP2100462
e4ef18c11c08	Bread wheat	GRS011-0294	21140444	GRS011-0294-1M-1M	2101194	GWP2101194
e4fe4b448502	Durum wheat	GRS011-0272	21260544	GRS011-0272 1T-1A-0A-2M-1SEA	2101807	GWP2101807
e50efc6ca95e	Bread wheat	-	2113009	1504027-M0-1603016-M0-18070042-M0-20130007-M2-M2	2100546	GWP2100546
e5257d63f72f	Durum wheat	Louiza	-	-	2100470	GWP2100470
e534f5521e2c	Durum wheat	GRS011-0209	21260272	GRS011-0209 1T-2A-0A-1M-3SEA	2101602	GWP2101602
e53c42b8c78f	Bread wheat	-	2113033	1504023-M0-1603069-M5-18070104-M0-20130018-M3-M3	2100591	GWP2100591
e53f28f85f57	Durum wheat	GRS011-0240	21260308	GRS011-0240-1M-2SEA	2101626	GWP2101626
e53f8e088864	Bread wheat	GRS18-7005	21120044	GRS18-7005-4SB-M1-M1	2100243	GWP2100243
e5432ba6cd97	Durum wheat	GRS011-0253	21140335	GRS011-0253-1M-2M	2101027	GWP2101027
e557f3a093b4	Bread wheat	GRS18-7001	21120008	GRS18-7001-3SB-M2-M3	2100195	GWP2100195
e58281b6b266	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M7	2100104	GWP2100104
e597fe0fd943	Durum wheat	GRSW170019	Repl-10	GRS18-7001-1SB-M3-AN1	2100346	GWP2100346
e59bb9742e8b	Durum wheat	GRS011-472	21260581	GRS011-472 1T-1A-0A-1M-1SEA	2101850	GWP2101850
e5b71bd22752	Bread wheat	GRS18-7001	21120010	GRS18-7001-4SB-M1-M1	2100197	GWP2100197
e5be403c255b	Bread wheat	GRS011-0276	21140400	GRS011-0276 1T-3A-0A-1M-1M	2101137	GWP2101137
e5e0062f3298	Bread wheat	GRSW170040	21120060	GRSW170040-M0-M0-M1-M1	2100291	GWP2100291
e63106cbc9a5	Durum wheat	GRS011-0195	21140241	GRS011-0195 1T-2A-0A-2M-1M	2100897	GWP2100897
e637dc527c84	Bread wheat	-	2113031	1504023-M0-1603069-M3-18070104-M0-20130018-M1-M2	2100582	GWP2100582
e63838553094	Durum wheat	GRS011-0196	21140244	GRS011-0196 1T-2A-0A-2M-1M	2100906	GWP2100906
e64043378679	Durum wheat	GRS011-0253	21140337	GRS011-0253-3M-1M	2101032	GWP2101032
e64d7b1ac18b	Durum wheat	GRS011-0197	21260249	GRS011-0197-4M-1SEA	2101586	GWP2101586
e6540656432b	Durum wheat	GRS011-0271	21140393	GRS011-0271-2M-1M	2101121	GWP2101121
e6541ec3fd2c	Durum wheat	GRS011-465	21140555	GRS011-465-1M-2M	2101354	GWP2101354
e6620c2602d9	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M11	2100058	GWP2100058
e666022d2f14	Bread wheat	GRS011-0276	21140401	GRS011-0276 1T-3A-0A-2M-6M	2101144	GWP2101144
e667a4c97818	Durum wheat	GRS011-0179	21140189	GRS011-0179 1T-1A-0A-1M-2M	2100782	GWP2100782
e66b2945685c	Durum wheat	GRS011-0217	21140522	GRS011-0217 1T-3A-0A-2M-2M	2101287	GWP2101287
e66f36d6bd50	Durum wheat	GRS011-458	21140563	GRS011-458-2M-4M	2101390	GWP2101390
e6c4f9ef1328	Durum wheat	MMVT21-28	Repl-65	CDSS11Y00225S-099Y-032M-10Y-0M-06Y-0B	2100460	GWP2100460
e6ea0993db02	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M11	2100108	GWP2100108
e6eb93178c90	Durum wheat	GRS011-0185	21140218	GRS011-0185 1T-2A-0A-3M-2M	2100829	GWP2100829
e6f79878089d	Durum wheat	GRS011-465	21140556	GRS011-465-2M-6M	2101364	GWP2101364
e74059bdbcb7	Bread wheat	TCI19-7003	2111010	TCI19-7003-M1-M11	2100095	GWP2100095
e74326beb46e	Triticum aestivum subsp. compactum	44992	-	-	2101859	GWP2101859
e7452777b42c	Durum wheat	GRS011-0256	21140351	GRS011-0256-2M-2M	2101054	GWP2101054
e74bab3fa779	Durum wheat	GRS011-0106	21140110	GRS011-0106 1T-5A-0A-3M-3M	2100709	GWP2100709
e75300bd76da	Durum wheat	GRS011-0276	21260408	GRS011-0276 1T-1A-0A-1M-4SEA	2101759	GWP2101759
e78683032f2d	Durum wheat	GRS011-016	21140014	GRS011-016-2M-2M	2100627	GWP2100627
e788c77dacf7	Durum wheat	GRS011-0173	21260183	GRS011-0173 1T-4A-0A-3M-1SEA	2101585	GWP2101585
e7ac97a3efce	Bread wheat	GRS18-7001	21120003	GRS18-7001-1SB-M3-M1	2100183	GWP2100183
e7da8e43d1a8	Durum wheat	GRS011-0189	21140221	GRS011-0189 1T-2A-0A-1M-1M	2100832	GWP2100832
e7e704160bd2	Bread wheat	GRS18-7002	21120036	GRS18-7002-4SB-M1-M1	2100233	GWP2100233
e820662e09fb	Bread wheat	GRSW170057	21120101	GRSW170057-M0-M0-M3-M8	2100416	GWP2100416
e8a2c518e4ac	Durum wheat	GRS011-0209	21260274	GRS011-0209 1T-2A-0A-3M-1SEA	2101604	GWP2101604
e8c64c1fc527	Durum wheat	GRS011-0262	21260379	GRS011-0262-2M-1SEA	2101706	GWP2101706
e8d797c15f66	Durum wheat	GRS011-0253	21140331	GRS011-0253-2M-3M	2101017	GWP2101017
e8ebad7dcc56	Durum wheat	GRS011-0237	21260302	GRS011-0237 1T-3A-0A-2M-1SEA	2101617	GWP2101617
e905fee19c3e	Durum wheat	GRS011-0197	21140255	GRS011-0197-3M-3M	2100924	GWP2100924
e9a59e99d131	Bread wheat	GRSW170057	21120101	GRSW170057-M0-M0-M3-M7	2100415	GWP2100415
e9b01cce9f46	Durum wheat	GRS011-0276	21260401	GRS011-0276 1T-3A-0A-2M-3SEA	2101729	GWP2101729
e9b39becd61c	Durum wheat	GRS011-0106	21140110	GRS011-0106 1T-5A-0A-3M-1M	2100707	GWP2100707
ea0f0305524f	Durum wheat	GRS011-0146	21260143	GRS011-0146 1T-2A-0A-1M-1SEA	2101538	GWP2101538
ea2c9406dfee	Durum wheat	GRS011-0135	21140134	GRS011-0135-3M-1M	2100727	GWP2100727
ea756ffde15e	Durum wheat	GRS011-348	21140463	GRS011-348-2M-3M	2101214	GWP2101214
ea7dbcad2c06	Durum wheat	GRS011-462	21260569	GRS011-462-2M-1SEA	2101838	GWP2101838
eaa309a97d84	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M1	2100037	GWP2100037
eaca21f3df17	Durum wheat	GRS011-034	21140047	GRS011-034 1T-1A-0A-2M-1M	2100651	GWP2100651
eaf6d8a8299c	Durum wheat	GRS011-0240	21260305	GRS011-0240 1T-2A-0A-1M-3SEA	2101620	GWP2101620
eb01097b6b88	Bread wheat	GRSW170044	21120068	GRSW170044-M0-M0-M1-M1	2100315	GWP2100315
eb086d491391	Durum wheat	GRS011-085	21260492	GRS011-085-1M-1SEA	2101792	GWP2101792
eb1e4523ab79	Durum wheat	GRS011-0135	21260131	GRS011-0135 1T-1A-0A-1M-1SEA	2101531	GWP2101531
eb43f32ba24d	Bread wheat	-	2113020	1504048-M0-1603086-M1-18070081-M0-20130013-M1-M3	2100559	GWP2100559
eb45306d1f6c	Durum wheat	GRS011-0260	21140372	GRS011-0260 1T-1A-0A-2M-1M	2101087	GWP2101087
eb5ad4e60f92	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M5	2100052	GWP2100052
eb67368cfd95	Bread wheat	TCI19-7005	2111015	TCI19-7005-M2-M9	2100125	GWP2100125
eb696d3380ea	Durum wheat	GRS011-0112	21140114	GRS011-0112 1T-3A-0A-1M-1M	2100710	GWP2100710
eb786d2f0853	Bread wheat	GRSW170084	21120135	GRSW170084-M0-M0-M1-M1	2100519	GWP2100519
eb7af9ba62e8	Durum wheat	GRSW170019	21120052	GRSW170019-M0-M0-M3-M3	2100278	GWP2100278
ebc529040f8d	Durum wheat	GRS011-0257	21140362	GRS011-0257-1M-2M	2101070	GWP2101070
ebe3db17ef25	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M11	2100047	GWP2100047
ebf243fa8955	Bread wheat	TCI19-7003	2111010	TCI19-7003-M1-M8	2100090	GWP2100090
ec1d52913242	Durum wheat	GRS011-402	21140480	GRS011-402 1T-1A-0A-2M-1M	2101224	GWP2101224
ec2df8d4c68f	Durum wheat	GRS011-321	21140550	GRS011-321 1T-3A-0A-1M-1M	2101336	GWP2101336
ec59c8e2bce6	Bread wheat	GRS011-0229	21140295	GRS011-0229 1T-1A-0A-2M-2M	2100965	GWP2100965
ec60e1d35d72	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M7	2100078	GWP2100078
ec7165fc9fbb	Durum wheat	GRSW170080	21240060	GRSW170080-M0-M0-M2-1SEA	2101649	GWP2101649
ecd272210afe	Durum wheat	GRS011-062	21140051	GRS011-062 1T-2A-0A-1M-1M	2100662	GWP2100662
ece359954357	Durum wheat	GRS011-0258	21260365	GRS011-0258 1T-2A-0A-2M-1SEA	2101681	GWP2101681
ed1bd1780838	Bread wheat	GRSW170062	21120103	GRSW170062-M0-M0-M2-M1	2100423	GWP2100423
ed46ad188cfd	Durum wheat	GRS011-375	21140592	GRS011-375 1T-1A-0A-1M-1M	2101439	GWP2101439
ed72bd55f50a	Bread wheat	GRS011-0276	21140401	GRS011-0276 1T-3A-0A-2M-5M	2101143	GWP2101143
ed8f43e8a000	Bread wheat	GRSW170083	21120134	GRSW170083-M0-M0-M3-M6	2100517	GWP2100517
edbddb920deb	Durum wheat	GRS011-078	21140063	GRS011-078-3M-2M	2100674	GWP2100674
eddbcaf822c6	Bread wheat	GRSW170062	21120102	GRSW170062-M0-M0-M1-M6	2100422	GWP2100422
eddd5e30cbaa	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M8	2100044	GWP2100044
ee009740bb7a	Durum wheat	GRS011-0202	21140512	GRS011-0202 1T-3A-0A-1M-1M	2101267	GWP2101267
ee20b0b614e9	Durum wheat	GRS011-470	21140446	GRS011-470 1T-4A-0A-1M-1M	2101195	GWP2101195
ee2b9f2d3c0a	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M1	2100059	GWP2100059
ee3ba7a58d04	Durum wheat	GRS011-458	21140561	GRS011-458 1T-2A-0A-2M-3M	2101378	GWP2101378
ee3c339873a3	Bread wheat	GRS18-7005	21120047	GRS18-7005-8SB-M1-M2	2100256	GWP2100256
ee595f702909	Durum wheat	GRS011-0253	21140335	GRS011-0253-1M-4M	2101029	GWP2101029
ee6696f03185	Bread wheat	GRSW170084	21120137	GRSW170084-M0-M0-M3-M1	2100527	GWP2100527
eed27f5a9a32	Durum wheat	GRS011-016	21140010	GRS011-016 1T-3A-0A-1M-3M	2100615	GWP2100615
eefdc5cbb960	Bread wheat	GRS18-7001	21120027	GRS18-7001-9SB-M3-M2	2100220	GWP2100220
ef05953c1081	Bread wheat	GRS18-7001	21120023	GRS18-7001-8SB-M2-M3	2100212	GWP2100212
ef102da66c34	Durum wheat	GRS011-0174	21140187	GRS011-0174 1T-1A-0A-1M-1M	2100779	GWP2100779
ef7287831bcd	Durum wheat	GRS011-0253	21140335	GRS011-0253-1M-3M	2101028	GWP2101028
ef80c7b3cc53	Durum wheat	GRS011-0271	21140392	GRS011-0271-1M-1M	2101119	GWP2101119
ef8f7aa15670	Durum wheat	GRS011-0218	21260283	GRS011-0218 1T-1A-0A-3M-1SEA	2101609	GWP2101609
efa0af938ce1	Durum wheat	GRS011-465	21140559	GRS011-465 1T-1A-0A-2M-4M	2101373	GWP2101373
efc89a86b1d1	Durum wheat	GRS011-0181	21140200	GRS011-0181-4M-1M	2100802	GWP2100802
f0459be42bd0	Bread wheat	GRS18-7001	21120011	GRS18-7001-4SB-M2-M1	2100199	GWP2100199
f09a04b49d84	Bread wheat	GRS011-0276	21140403	GRS011-0276 1T-1A-0A-2M-1M	2101146	GWP2101146
f0a142ca532e	Bread wheat	-	Repl-49	1504023-M0-1603069-M3-18070104-M0-20130018-M1-AN1	2100444	GWP2100444
f0c6c72cfa63	Durum wheat	GRS011-0150	21260154	GRS011-0150-1M-1SEA	2101540	GWP2101540
f0c8860fd168	Bread wheat	-	2113038	1504030-M0-1603073-M0-18070109-M0-20130021-M2-M3	2100606	GWP2100606
f0cadafbb4d4	Durum wheat	GRS011-458	21140561	GRS011-458 1T-2A-0A-2M-5M	2101380	GWP2101380
f10efef062d4	Bread wheat	GRS18-7001	21120007	GRS18-7001-3SB-M1-M3	2100190	GWP2100190
f11cbd33dc0c	Durum wheat	GRS011-0257	21260356	GRS011-0257 1T-2A-0A-2M-4SEA	2101674	GWP2101674
f127dfc660b3	Bread wheat	GRS011-0277	21140414	GRS011-0277-2M-4M	2101165	GWP2101165
f13c10def621	Bread wheat	GRSW170083	21120133	GRSW170083-M0-M0-M2-M5	2100510	GWP2100510
f14137a3522e	Durum wheat	139826	-	-	2101476	GWP2101476
f1435ff1d5be	Durum wheat	GRS011-462	21140568	GRS011-462-1M-3M	2101408	GWP2101408
f1630570693d	Bread wheat	-	2113012	1504027-M0-1603016-M0-18070043-M0-20130008-M3-M2	2100549	GWP2100549
f17410f0b434	Durum wheat	GRS011-465	21140554	GRS011-465 1T-3A-0A-1M-5M	2101351	GWP2101351
f1dbccbf4715	Bread wheat	GRS011-0277	21140415	GRS011-0277 1T-1A-0A-1M-1M	2101169	GWP2101169
f1e377de0078	Durum wheat	GRS011-0209	21260274	GRS011-0209 1T-2A-0A-3M-3SEA	2101606	GWP2101606
f1f3d9b8204c	Durum wheat	GRS011-017	21140489	GRS011-017-1M-1M	2101233	GWP2101233
f2075cf6180a	Durum wheat	GRS011-0191	21140228	GRS011-0191 1T-2A-0A-1M-1M	2100861	GWP2100861
f2b2eb235413	Bread wheat	TCI19-7005	2111015	TCI19-7005-M2-M13	2100129	GWP2100129
f2f8e4cb27be	Durum wheat	GRS011-0258	21260364	GRS011-0258 1T-2A-0A-1M-3SEA	2101679	GWP2101679
f3063b8823c7	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M5	2100076	GWP2100076
f3478b7627e7	Durum wheat	GRS011-0185	21140217	GRS011-0185 1T-2A-0A-2M-2M	2100827	GWP2100827
f35668867bce	Durum wheat	GRS011-0253	21140336	GRS011-0253-2M-1M	2101030	GWP2101030
f3672638f051	Bread wheat	GRS18-7001	21120010	GRS18-7001-4SB-M1-M2	2100198	GWP2100198
f38a488705b2	Durum wheat	GRSW170076	Repl-29	GRSW170076-M0-M0-M1-AN1	2100365	GWP2100365
f3d8b981a493	Bread wheat	TCI19-7005	2111015	TCI19-7005-M2-M10	2100126	GWP2100126
f3ddf3ae3b83	Bread wheat	TCI19-7007	2111022	TCI19-7007-M0-M8	2100175	GWP2100175
f3fa9e1a0cf6	Bread wheat	GRS18-7005	21120044	GRS18-7005-4SB-M1-M4	2100246	GWP2100246
f414453253d7	Durum wheat	GRS011-0138	21140138	GRS011-0138 1T-2A-0A-1M-3M	2100730	GWP2100730
f42321abf9ec	Durum wheat	GRSW170019	21120050	GRSW170019-M0-M0-M1-M1	2100263	GWP2100263
f4334e9252f9	Durum wheat	Faraj	-	-	2101481	GWP2101481
f4362a04df7e	Durum wheat	GRS011-078	21260066	GRS011-078-3M-1SEA	2101515	GWP2101515
f493d61ed005	Durum wheat	MMVT21-12	Repl-70	ICD06-0172-BLMSD-0AP-3AP-0T-1AP-0T-7AP-0APT-1BR-0AP-0AN-0MCH[TIMSJGAA][MTrJTs]-0AUB-0MCH	2100493	GWP2100493
f4972e07ba75	Bread wheat	-	2113039	1504030-M0-1603073-M0-18070109-M0-20130021-M3-M2	2100609	GWP2100609
f4a53d2a6f1a	Bread wheat	GRSW170079	21120124	GRSW170079-M0-M0-M1-M2	2100476	GWP2100476
f4cf961b61e2	Durum wheat	GRS011-458	21260561	GRS011-458 1T-2A-0A-2M-1SEA	2101823	GWP2101823
f4e84fd2fd90	Durum wheat	GRS011-017	21140016	GRS011-017 1T-1A-0A-1M-1M	2100634	GWP2100634
f51d4f9b4671	Durum wheat	GRS011-465	21140554	GRS011-465 1T-3A-0A-1M-3M	2101349	GWP2101349
f5233e093195	Durum wheat	GRS011-0202	21260265	GRS011-0202-2M-1SEA	2101596	GWP2101596
f57f59723091	Durum wheat	GRS011-0253	21140331	GRS011-0253-2M-2M	2101016	GWP2101016
f5a3e0306fc8	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M3	2100061	GWP2100061
f6110a02da86	Bread wheat	GRSW170057	21120101	GRSW170057-M0-M0-M3-M1	2100409	GWP2100409
f62dc900e452	Durum wheat	GRS011-0181	21140201	GRS011-0181-1M-3M	2100805	GWP2100805
f637bc058301	Bread wheat	GRSW170083	21120134	GRSW170083-M0-M0-M3-M3	2100514	GWP2100514
f6485648fe5d	Durum wheat	GRS011-321	21140550	GRS011-321 1T-3A-0A-1M-2M	2101337	GWP2101337
f67a0540e29b	Bread wheat	GRS18-7001	21120020	GRS18-7001-7SB-M2-M1	2100208	GWP2100208
f6d7cca6f2bf	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M12	2100164	GWP2100164
f6e209f152bc	Durum wheat	GRSW170070	21120107	GRSW170070-M0-M0-M1-M2	2100431	GWP2100431
f6e620f853d8	Bread wheat	-	Repl-40	1504027-M0-1603016-M0-18070043-M0-20130008-M1-AN1	2100435	GWP2100435
f720340c16f8	Durum wheat	GRS011-0138	21140140	GRS011-0138 1T-2A-0A-3M-5M	2100735	GWP2100735
f72db134fa07	Durum wheat	GRS011-011	21260006	GRS011-011 1T-4A-0A-2M-1SEA	2101496	GWP2101496
f743583a54b1	Durum wheat	GRS011-472	21140581	GRS011-472 1T-1A-0A-1M-2M	2101433	GWP2101433
